source,pivot_text(de),pivot_text(zh),bt_zh,bt_de
"Prior to World War I, the Near East referred to relatively nearby lands of the Ottoman Empire, Middle East to northwestern South Asia and Central Asia, and Far East for countries along the western Pacific Ocean and countries along the eastern Indian Ocean.",Der Nahe Osten hatte viele Namen vor dem Ersten Weltkrieg. Menschen brachen ihn oft in den Nahen Osten und Fernen Osten.,"在第一次世界大战之前,近东地区提到西太平洋沿岸国家和东印度洋沿岸国家奥斯曼帝国、中东至西北部、中亚和远东附近的土地。","Prior to the First World War, the Near East region referred to land in the western Pacific and eastern Indian Ocean coastal States, the Ottoman Empire, the Middle East to the north-west, Central Asia and the vicinity of the Far East.",The Middle East had many names before World War I. People often broke it into the Middle East and Far East.
A considerable amount of research has been put into designs that avoid these delays as much as possible.,"Ein großer Teil der Forschung wurde an Designs durchgeführt, die diese Verzögerungen so weit wie möglich stoppen.",设计研究有助于避免延误。,Design research helps to avoid delays.,Much of the research has been carried out on designs that stop these delays as far as possible.
"The storm continued, crossing the Outer Banks of North Carolina, and retained its strength until June 20 when it became extratropical near Newfoundland.","Der Sturm setzte sich fort und überquerte die Outer Banks von North Carolina. Er blieb bis zum 20. Juni stark, als er in der Nähe von Neufundland extratropisch wurde.","风暴持续,穿越北卡罗来纳州外银行,保持了力量,直到6月20日,在纽芬兰附近成为外来热带地区。","The storm continued through banks outside North Carolina and remained strong until 20 June, when it became an alien tropical area near Newfoundland.","The storm continued and crossed the Outer Banks of North Carolina. He remained strong until June 20, when he became extratropical near Newfoundland."
"Web colors are colors used in designing web pages, and the methods for describing and specifying those colors.","Web-Farben sind Farben verwendet, um Webseiten zu entwerfen und die Möglichkeiten, diese Farben zu beschreiben und darauf hinzuweisen.",网络颜色用于设计、描述和具体网页颜色。,"Network colours are used to design, describe and specify web colours.",Web colors are used colors to design websites and the ways to describe and point out these colors.
The rotation period could not be estimated conclusively (best fit ~ 4 h).,Die Rotationszeit konnte nicht mit Sicherheit geschätzt werden (am besten geeignet ~ 4 h).,"轮调时间各有不同,通常为四小时左右。","Rotation times vary, usually around four hours.",The rotation time could not be estimated with certainty (best suited ~ 4 h).
"RC4 was initially a trade secret, but in September 1994 a description of it was anonymously posted to the Cypherpunks mailing list.",RC4 war zunächst ein Handelsgeheimnis. Im September 1994 wurde eine Beschreibung der Liste ohne Namen auf die Cypherpunks-Mailingliste geschrieben.,"尽管RC41994年是内部秘密,但Cypherpunks的邮寄名单由一个匿名来源详细介绍了这一秘密。","Although RC4 was an internal secret in 1994, the mailing list of Cypherpunks was detailed by an anonymous source.",RC4 was initially a trade secret. In September 1994 a description of the list without names was written on the Cypherpunks mailing list.
"For example, 1.5 & times; 30 (which equals 45) will show the same result as 1,500,000 & times; 0.03 (which equals 45,000).","Eine Demonstration ist 1,5 mal 30 mit dem gleichen Ergebnis wie 1.500 000 mal 0.03.","例如,1.5乘以30的结果与1500 000乘以0.03的结果相同。","For example, the result of 1.5 times 30 is the same as that of 15 million times 0.03.","A demonstration is 1.5 times 30 with the same result as 1,500 000 times 0.03."
It is currently used mostly for football matches and is the home stadium of Association Sportive SONABEL.,Es ist das Heimstadion der Association Sportive SONABEL.,"现在,它主要用于足球比赛,是SONABEL体育协会的体育场。",It is now mainly used in football games and is the stadium of the Sonabel Sports Association.,It is the home stadium of the Association Sportive SONABEL.
It is the fourth Metal Gear game produced and directed by Kojima and the direct sequel to Metal Gear Solid.,Es ist die vierte Metal Gear Spiel eine Fortsetzung zu Metal Gear Solid. Es wird produziert und Regie von Kojima.,"这是第四场金属齿轮游戏,是金属齿轮固体的续集,由小岛制作和指挥。","This is the fourth metal gear game, a sequel of metal gear solids, produced and directed by the island.",It is the fourth Metal Gear game a sequel to Metal Gear Solid. It is produced and directed by Kojima.
His travel writings and his extensive diaries and correspondence have also been published.,Auch seine Reiseschriften und seine kompletten Tagebücher und Briefe wurden gedruckt.,他的旅行著作以及他的许多日记和信函也已经出版。,His travel books and many of his journals and letters have also been published.,His travel books and complete diaries and letters were also printed.
"Blade of Fire is the second novel in Stuart Hill's fantasy series, the Icemark Chronicles.","Blade of Fire ist das zweite Buch. Es gehört zu Stuart Hills Fantasy-Serie, den Icemark Chronicles.",火之刀是第二本书 属于斯图尔特・希尔的幻想系列,The sword of fire is the second book of Stuart Hill's fantasy series.,"Blade of Fire is the second book. It belongs to Stuart Hills' fantasy series, the Icemark Chronicles."
"The Spanish did not manage to conquer the island until 1697, after several attempts, that begun in 1629, when they marched in, from Corozal in Belize, Yucatán and Alta Verapaz, attacked via boats and destroyed it.","Die Spanier eroberten die Insel erst 1697, nach mehreren Versuchen, die 1629 begannen, marschierten sie von Corozal in Belize, Yucatán und Alta Verapaz und attackierten und zerstörten sie mit Booten.","西班牙人直到1697年才征服这个岛, 1629年的尝试才开始, 当他们用船攻击并摧毁了它。","The Spaniards didn't conquer the island until 1697, and the attempt began in 1629, when they attacked and destroyed it by boat.","The Spanish conquered the island only in 1697, after several attempts that began in 1629, they marched from Corozal in Belize, Yucatán and Alta Verapaz and attacked and destroyed it by boats."
Meanwhile the KLI has about 20 of those former Beginners' Grammarians.,KLI hat fast 20 dieser ehemaligen Anfänger-Grammatiker.,KLI有近20个前初学者的语法学家。,KLI is a linguistic jurist of nearly 20 former beginners.,KLI has almost 20 of these former novice grammatics.
It formed on July 19 from a trough of low pressure off the Southeast U. S. Coast.,Es bildete sich am 19. Juli. Es begann aus einem Trog niedrigen Drucks vor der Südost-U.S.-Küste.,它于7月19日由美国东南海岸低压地带创建。,It was created on 19 July by a low-pressure strip on the south-eastern coast of the United States.,It formed on July 19. It began from a trough of low pressure off the southeast U.S. coast.
George Bernard Shaw (26 July 1856 2 November 1950) was an Irish playwright.,George Bernard Shaw war ein irischer Dramatiker.,乔治·伯纳德·肖是爱尔兰剧作家,George Bernard Shaw is an Irish playwright.,George Bernard Shaw was an Irish playwright.
"A road movie set across Canada, its tagline was They came.","Ein Roadmovie über Kanada, Tagline war ""They came"".","加拿大标签栏上的一部电影是""他们来了""","One of the films on the Canadian label is ""They're here.""","A road movie about Canada, Tagline was ""They came""."
"8 Flora (,) is a large, bright main belt asteroid.","(Flora) ist ein Asteroid des Hauptgürtels, der am 22.",弗洛拉是一个大而明亮的主带小行星,"Flora is a big, bright belt asteroid.","Flora () is a main-belt asteroid discovered on October 22, 1944 by C. W. at Palomar."
Cocoa was an important commodity in Pre-Columbian Mesoamerica.,"Kakao war ein wichtiger Rohstoff in Mesoamerika, vor Kolumbien.",可可是哥伦比亚中美洲前的重要产品。,But it's an important product before Colombia's Central America.,"Cocoa was an important raw material in Mesoamerica, before Colombia."
A game played in a browser is often called a browser-based game (BBG).,"Ein Spiel, das in einem Browser gespielt wird, wird oft als ein browserbasiertes Spiel bezeichnet.",在浏览器中玩的游戏被称为基于浏览器的游戏。,The game played in the browser is called a browser-based game.,A game played in a browser is often referred to as a browser-based game.
His team had been vanquished in two consecutive games by the Montreal Canadiens in 1929 – 30.,Seine Mannschaft wurde in zwei aufeinander folgenden Spielen von den Montreal Canadiens zwischen 1929 und 1930 besiegt.,"1929-30年,他的球队被蒙特利尔卡纳迪安人队击败。","In 1929-30, his team was defeated by the Carnadians in Montreal.",His team was defeated in two consecutive games by the Montreal Canadiens between 1929 and 1930.
"This was a quite sensitive topic at the time, since Poland was concerned that someday a German government would seek to reclaim some of this traditionally Germany territory given to Poland after World War II.","Dies war ein heikles Thema, weil Polen besorgt war, dass Deutschland nach dem Zweiten Weltkrieg deutsches Territorium an Polen zurückerobern könnte.","这是一个敏感的话题, 因为波兰担心有一天德国政府 会试图归还它原来的领土 它在二战后交给波兰。","It's a sensitive topic, because Poland fears that one day the German government will try to return its original territory to Poland after World War II.",This was a delicate issue because Poland was concerned that Germany could reclaim German territory to Poland after the Second World War.
"Many of these officers were black and had a fear that as they blended in very well they would be mistaken for a criminal by other police officers, especially in case of drawing their gun in an emergency.","Viele dieser Offiziere waren schwarz und fürchteten, sie würden von anderen Polizisten für einen Verbrecher verwechselt werden.","许多警官是黑人,他们害怕被其他警官误认为罪犯。",Many police officers are black and fear being mistaken for criminals by other police officers.,Many of these officers were black and feared that they would be mistaken for a criminal by other police officers.
The Alabama state legislature formed additional counties from former Indian lands as the Indian Removal Act took effect and settlers populated different areas of Alabama.,Das Indian Removal Act machte Alabama mehr Länder und die Alabama Staat Legislative gebildet zusätzliche Grafschaften.,"阿拉巴马岛的《印第安人驱逐法》拥有更多的土地,阿拉巴马州立法机构又组建了更多的县。",The Indian Evictions Act on Alabama has more land and the Alabama legislature has created more counties.,The Indian Removal Act made Alabama more countries and the Alabama state legislature formed additional counties.
"Established in 1892 / 93, the Sheffield Shield is the premier domestic first class cricket competition in Australia.",Das Sheffield Shield wurde 1892/93 gegründet und ist Australiens führender heimischer Cricket-Wettbewerb erster Klasse.,"谢菲尔德盾牌是澳大利亚首届国内一级板球比赛,于1892/1893年成立。","The Sheffield Shield, the first national cricket game in Australia, was founded in 1892/1893.",The Sheffield Shield was founded in 1892/93 and is Australia's leading domestic cricket competition.
"He was a leading figure in the German political party Alliance '90 / The Greens, and according to opinion polls, he was the most popular politician in Germany for most of the government's duration.",Er war ein wichtiger Mensch in der deutschen Partei Allianz '90 / Die Grünen. Nach Meinungsumfragen war er der populärste Politiker in Deutschland für den größten Teil der Regierungsdauer.,"他是90年代德国政党联盟的领导人物,也是德国大部分任期内最受欢迎的政治家。",He was the leader of the coalition of German political parties in the 1990s and the most popular politician in Germany for most of its term.,"He was an important person in the German party Allianz '90 / The Greens. According to opinion polls, he was the most popular politician in Germany for most of the government period."
Bonham Carter will be starring alongside Matthew Macfadyen and Denis Lawson.,"Bonham Carter, Matthew Macfadyen und Denis Lawson spielen zusammen.",邦汉姆·卡特将和马修·麦克法迪恩和丹尼斯·劳森合作,Bonham Carter will work with Matthew McFadion and Dennis Lawson.,"Bonham Carter, Matthew Macfadyen and Denis Lawson play together."
"Genotype and Mendelian inheritance The distinction between genotype and phenotype is commonly experienced when studying family patterns for certain hereditary diseases or conditions, for example, haemophilia.","Sie können den Unterschied zwischen Genotyp und Phänotyp sehen, wenn Sie Familien für bestimmte erbliche Bedingungen studieren.","在研究遗传疾病时,人们会发现基因型和苯型之间的区别。","In the study of genetic diseases, a distinction is found between gene and benzene types.",You can see the difference between genotype and phenotype when you study families for certain hereditary conditions.
Only the Congress can pass changes to FIFA's statutes.,Nur der Kongress kann die FIFA-Gesetze ändern.,只有国会才能修改国际足联章程。,Only Congress can amend the statutes of FIFA.,Only Congress can change FIFA laws.
Between 1898 and 1901 he was a choral coach and subsequently an assistant conductor at the Bayreuth Festival.,Von 1898-1901 war er Chortrainer und von 1898-1901 stellvertretender Dirigent der Bayreuther Festspiele.,"1898年至1901年间,他曾任Bayreuth节的歌唱教练和助理指挥员。","Between 1898 and 1901, he was a singer and assistant commander for the Bayreuth festival.",From 1898-1901 he was choir coach and from 1898-1901 deputy conductor of the Bayreuth Festival.
"The elements are thus distinguished: Yang Wood, Yin Wood, Yang Fire, Yin Fire, etc.","Die Elemente sind wie folgt: Yang Wood, Yin Wood, Yang Fire, Yin Fire, etc.","Yang Wood, Yin Wood, Yang Fire, Yang Fire, Yin Fire,等等,这些元素是如何分解的。","Yang Wood, Yin Wood, Yang Fire, Yang Fire, Yin Fire, etc., how these elements are decomposed.","The elements are as follows: Yang Wood, Yin Wood, Yang Fire, Yin Fire, etc."
The game includes elements of role-playing and business simulation games.,Das Spiel hat Rollenspiele und Business-Simulation.,该游戏包含角色扮演和企业模拟游戏的内容。,The game consists of role-playing and business simulation games.,The game has role playing and business simulation.
In 1974 he was tried and acquitted of participating in the raid that rescued Baader.,"1974 wurde er vor Gericht gestellt und für nicht schuldig befunden, bei der Razzia, die Baader rettete, dabei gewesen zu sein.","1974年,他因营救Baader的突袭被宣告无罪。","In 1974, he was acquitted of the raid to rescue Bader.","In 1974, he was tried and found not guilty of being involved in the raid that saved Baader."
Spandau was given city rights in 1232.,Spandau erhielt 1232 Stadtrechte.,斯潘道在1232年成为一座城市,Spendao became a city in 1232.,Spandau was granted city rights in 1232.
Max and Moritz as well as many of his other picture stories are regarded as one of the main precursors of the modern comic strip.,"Max und Moritz, sowie viele seiner anderen Bildergeschichten, werden als ein wichtiger Vorläufer des modernen Comics angesehen.",Max和Moritz是现代漫画的主要基础之一。,Max and Moritz are one of the main foundations of modern cartoons.,"Max and Moritz, as well as many of his other picture stories, are regarded as an important precursor of modern comics."
"Polydor Records is a record label currently headquartered in the UK, and is a subsidiary of Universal Music Group.",Polydor Records ist ein in Großbritannien geführtes Plattenlabel. Es ist eine Tochtergesellschaft der Universal Music Group.,"Polydor唱片公司是一个子公司或世界音乐集团,唱片公司总部设在联合王国。",Polydor Records is a subsidiary or a world music group with its headquarters in the United Kingdom.,Polydor Records is a UK-run record label. It is a subsidiary of the Universal Music Group.
He even envisioned centralized air conditioning that could cool entire cities.,Er dachte an eine zentrale Klimaanlage für ganze Städte.,他甚至考虑创造空调 以冷却整个城市,He's even thinking about creating air conditioning to cool the whole city.,He thought of a central air conditioning system for entire cities.
"Following the December 2007 decision by landlords, the Vale of Glamorgan Council to terminate the £65,000 funding of the Barry Island Railway, the society struggled to maintain a service.","Nach der Entscheidung der Vermieter von 2007, die Vale of Glamorgan Council, die £ 65.000 Finanzierung der Barry Island Railway zu stoppen, konnten die Menschen kaum Service aufrecht erhalten.","在2007年房东、格拉摩根理事会谷地决定停止为巴里岛铁路提供65 000英镑的资金后,人们几乎无法维持服务。","After the landlord's decision in the Gran Morgan Council Valley in 2007 to stop funding for Bari Railways in the amount of £65,000, it was almost impossible to maintain services.","After the decision of the landlords of 2007, the Vale of Glamorgan Council to stop the £65,000 financing of the Barry Island Railway, people could hardly maintain service."
"David W. Dunham, The Minor Planet Bulletin, Volume 6, p. 13 - 14 (December 1978) ADS archive copy However, careful examination in 1993, using the Hubble Space Telescope, failed to locate a secondary.",Allerdings fand eine sorgfältige Untersuchung im Jahr 1993 mit dem Hubble Telescope keine sekundäre.,"David W. Dunham,《小行星公报》,第6卷,第13-14页(1978年12月),ADS档案副本:然而,1993年利用哈勃空间望远镜仔细搜索后,未能找到第二人。","David W. Dunham, Asteroid Bulletin, vol. 6, pp. 13-14 (December 1978), ADS file copy: However, after a careful search using the Hubble Space Telescope in 1993, it was not possible to find a second person.","However, a careful investigation with the Hubble Telescope in 1993 did not find any secondary."
"It was developed from farming land during the 1990s and early 21st century, and sits between the historic villages of Mangotsfield and Downend.",Es wurde zwischen den Dörfern Mangotsfield und Downend aus landwirtschaftlichen Flächen in den 1990er und frühen 21. Jahrhundert gemacht.,它是在1990年代和2000年代初期由农田制成的。,It was made of farmland in the 1990s and early 2000s.,It was made between the villages of Mangotsfield and Downend from agricultural land in the 1990s and early 21st century.
"The valleys of the Waimea River and its tributary, the Makaweli River, were once heavily populated.","Die Waimea-Täler und ihr Nebenfluss, der Makaweli-Fluss, waren einst stark besiedelt.",瓦伊梅亚河谷和马卡韦利河曾有许多居民。,There were many inhabitants of the Waimea Valley and the Makaveli River.,"The Waimea valleys and their tributary, the Makaweli River, were once heavily populated."
Economy Up to the 20th century Nidwalden was dominated by agriculture.,Bis in die 1900er Jahre wurde Nidwalden von der Landwirtschaft dominiert.,"直到20世纪,农业一直以尼德瓦尔登为主。","Until the twentieth century, agriculture was dominated by Ned Walden.","Until the 1900s, Nidwalden was dominated by agriculture."
Fierce Creatures is a 1997 comedy film.,Fierce Creatures ist ein Film aus dem Jahr 1997.,巨型生物是1997年制作的一部喜剧电影。,A giant creature was produced in 1997 as a comedy film.,"Fierce Creatures is a 1997 film based on the novel ""Fierce Creatures""."
"Proteus is very cratered, showing no sign of any geological modification.",Proteus hat viele Krater ohne Anzeichen geologischer Veränderungen.,普罗秋斯的弹坑很大 它没有地质变化的迹象,Proteus's crater is huge. It doesn't show any signs of geological change.,Proteus has many craters without signs of geological changes.
It also featured original ECW talent.,Auch ECW-Talent wurde gezeigt.,该图还展示了欧洲妇女理事会的原创才华。,It also shows the original talents of the European Council of Women.,ECW talent was also shown.
"The city's Inca architecture, however, withstood the earthquake.",Das Erdbeben zerstörte die Inka-Gebäude nicht.,"不过,这座城市的印加建筑 在地震中还是不错的。","However, the city's Inga building was pretty good in the earthquake.",The earthquake did not destroy the Inca buildings.
"Jedin, 138 By specifying Catholic doctrine on salvation, the sacraments, and the Biblical canon, the Council was answering Protestant disputes.","Die Erlösung, die Sakramente und der biblische Kanon wurden vom Konzil festgelegt. Dies beantwortete die protestantischen Streitigkeiten.","救世主、圣餐和圣经的峡谷由议会指定,这解决了新教的争端。","The canyons of the Savior, the Communion and the Bible were designated by Parliament, which settled the Protestant dispute.","The redemption, the sacraments and the biblical canon were established by the Council. This answered the Protestant disputes."
"Turkestan (literally meaning ""Land of the Turks"") is a region in Central Asia, which today is largely inhabited by Turkic peoples.",Turkestan bedeutet Land der Türken. Es ist eine Region in Zentralasien. Die Bevölkerung dort ist meist Turkvölker.,"突厥斯坦是中亚的一个地区,居住着突厥人。",Turkistan is a region of Central Asia inhabited by Turks.,Turkestan means country of the Turks. It is a region in Central Asia. The population there is mostly Turk people.
"On April 7, 2004, Messing gave birth to their son, Roman Walker Zelman.",Am 7. April 2004 brachte Messing ihren Sohn zur Welt. Sie nannten ihren Sohn Roman Walker Zelman.,"2004年4月7日,杂货店生下了罗曼·泽尔曼。","On 7 April 2004, Roman Zehrman was born at the grocery store.","On April 7, 2004, Messing gave birth to her son. They called her son Roman Walker Zelman."
"In 1887, was reorganized into a stock company.",1887 wurde es zur Aktiengesellschaft.,1887年改名为一家股票公司,Changed to a stock company in 1887.,In 1887 it became a public limited company.
"Cheaha Mountain, often called Mount Cheaha, is the highest point in the U. S. state of Alabama.",Der höchste Berg in Alabama ist der Cheaha Mountain. Er wird auch Mount Cheaha genannt.,切哈山(通常被称为谢哈山)是美国阿拉巴马州的最高点。,Mt. Cheha (often referred to as Mt. Sheha) is the highest point in the state of Alabama in the United States.,The highest mountain in Alabama is the Cheaha Mountain. It is also called Mount Cheaha.
Their sound can be described as Celtic folk metal with melodic death metal influences.,Ihr Sound wird als keltischer Folk Metal mit Death Metal Impact bezeichnet.,他们的声音被贴上凯尔特民间金属的标签 其金属撞击致死,"Their voice was labeled Celtic Metal, whose metal was hit to death.",Their sound is called Celtic Folk Metal with Death Metal Impact.
The former location of the fort is currently called the Place de la Bastille.,"Der Ort, an dem Fort früher war, heißt Place de la Bastille.",曾经是堡垒的地方叫做巴斯提尔广场。,The place that used to be the Fortress is called Bastile Square.,The place where Fort used to be is called Place de la Bastille.
Pueblos are traditional communities of Native Americans in the southwestern United States of America.,Traditionelle Gemeinschaften von Indianern im Südwesten der Vereinigten Staaten werden Pueblos genannt.,人民币是美利坚合众国西南部美洲原住民的家园。,The renminbi is the home of Native Americans in the south-western part of the United States of America.,Traditional communities of Indians in the southwest of the United States are called Pueblos.
Cash transactions are rounded to the nearest five cents.,Bargeldbörsen werden auf die nächsten fünf Cent gerundet.,现金兑换四舍五入至最接近的五分之一。,Cash is rounded to the nearest fifth.,Cash exchanges are rounded to the next five cents.
This advanced protocol will not work with some older network cards.,Diese neue Regel wird nicht mit einigen älteren Netzwerk-Auto funktionieren,这条新规则对一些老旧的网络车是行不通的,This new rule doesn't work for some old Internet car.,This new rule will not work with some older network car
"By the age of 21, he was already recognized for composing more than 200 songs.",Im Alter von 21 Jahren war er für das Komponieren von über 200 Songs bekannt.,"21岁时,他已经以创作200多首歌曲而闻名。","At the age of 21, he had been known to write more than 200 songs.","At the age of 21, he was known for composing over 200 songs."
Waterson took the Labour whip in Parliament.,Waterson nahm die Laborpeitsche des Senats.,Waterson在议会担任劳工党鞭笞的角色。,Waterson's role in the Labour Party's Whipping in Parliament.,Waterson took the Senate's lab whip.
"The cyclone continued tracking northwestward, making landfall around 0000 UTC on September 22 near Fort Walton Beach, Florida with winds of 35 mph (55 km / h).","Der Zyklon bewegte sich nordwestlich. Er machte Landfall am 22. September in der Nähe von Fort Walton Beach, Florida. Die Winde waren 35 mph.","9月22日,在佛罗里达州沃尔顿堡海滩附近,旋风继续向西北行驶,到达世界协调时0 000左右的土地,风速为35英里(55公里/小时)。","On 22 September, near Fort Walton Beach, Florida, the cyclone continued to travel north-west, reaching about 10,000 land at World Harmonisation Time, with a 35-mile wind speed (55 km/hour).","The cyclone moved northwest, making landfall on September 22 near Fort Walton Beach, Florida. The winds were 35 mph."
Poutrincourt's son bequeathed the settlement to Charles de Saint-Étienne de la Tour upon his own death in 1623.,"Poutrincourts Sohn übergab die Siedlung an Charles de Saint-Étienne, als er 1623 starb.","普特林考特的儿子于1623年去世,将和解协议通过给查尔斯·德圣艾蒂安。",The son of Putin passed away in 1623 and the settlement agreement was passed to Charles de St. Etienne.,Poutrincourt's son handed the settlement over to Charles de Saint-Étienne when he died in 1623.
"The first minaret was constructed in 665 in Basra during the reign of the Umayyad caliph Muawiyah I. Muawiyah encouraged the construction of minarets, as they were supposed to bring mosques on par with Christian churches with their bell towers.","Das erste Minarett wurde im Jahre 665 in Basra gebaut. Dieser Bau war während der Regierungszeit des Umayyad Kalifen Muawiyah I. Muawiyah förderte den Bau von Minaretten. Er dachte, sie würden Moscheen auf Augenhöhe mit christlichen Kirchen und ihre Glockentürme setzen.","第一个月塔是在巴士拉建造的,第665年,由我统治的乌马亚德哈里夫·穆阿维耶(Umayyad caliph Muawiyah),他敦促他们建造像基督教钟塔教堂那样好的清真寺。","The first moon tower was built in Basra in 665, Umayyad caliph Muawiyah, which I ruled, and he urged them to build a mosque as good as the Church of the Christian Bell Tower.",The first minaret was built in Basra in 665. This construction was during the reign of Umayyad Caliph Muawiyah I. Muawiyah promoted the construction of minarets. He thought they would set mosques at eye level with Christian churches and their bell towers.
He was offered a Fulbright scholarship in 1965 to study in the United States.,1965 erhielt er ein Fulbright-Stipendium.,他获得富布赖特奖学金在美国学习。,He was awarded a Fulbright scholarship to study in the United States.,In 1965 he received a Fulbright scholarship.
The clinic was very modern and remained in the control of the Binswanger family for nearly 120 years.,Die Klinik wurde von der Familie Binswanger seit fast 120 Jahren auf dem neuesten Stand gehalten und kontrolliert.,"诊所非常现代化,宾斯旺格一家近120年来一直控制着诊所。",The clinic is very modern and the Binswange family has been in control for almost 120 years.,The clinic has been kept up-to-date and controlled by the Binswanger family for almost 120 years.
"The show expanded from a half-hour in length to one hour starting on December 1, 1975.",Die Show wurde ab 1. Dezember 1975 von einer halben Stunde auf eine Stunde verlängert.,该节目的长度在1975年12月1日增加到一小时。,The length of the programme was increased to one hour on 1 December 1975.,The show was extended from 1 December 1975 from half an hour to one hour.
"Through a business connection, he was introduced to Mary Parent with Universal Pictures, who immediately signed on after watching the episodes on DVD.","Er wurde Mary Parent mit Universal Pictures vorgestellt, die sich nach den Episoden auf DVD unterschrieb.",他在观看DVD的片段后签了字。,He signed it after watching the DVD clips.,"He was introduced to Mary Parent with Universal Pictures, which signed on to DVD after the episodes."
